Country2Code;Year;Diff_DW_SF;BudgetBal_NGDP;BudgetBal_NGDP_Var;GGSB_NPGDP;GGSB_NPGDP_Var;GGXWDG_NGDP;GGXWDG_NGDP_Var;GGXWDN_NGDP;GGXWDN_NGDP_Var;NGDP_RPCH;NGDPDPC;NGDPDPC_Var;PCPIPCH;ExtDebtCombinedPercGNI;ExtDebtPercGNI_Var;DefaultLastYear;DefaultLast2Years;DefaultLast5Years;DefaultLast10Years
US;1995;0;0;0;0;0;0;0;0;0;2.72;28762.68;3.628;2.81;0;0;0;0;0;0
US;1996;0;0;0;0;0;0;0;0;0;3.8;30047.31;4.466;2.94;0;0;0;0;0;0
US;1997;0;0;0;0;0;0;0;0;0;4.49;31553.62;5.013;2.34;0;0;0;0;0;0
US;1998;0;0;0;0;0;0;0;0;0;4.45;32929.04;4.359;1.55;0;0;0;0;0;0
US;1999;0;0;0;0;0;0;0;0;0;4.69;34601.72;5.08;2.19;0;0;0;0;0;0
US;2000;0;0;0;0;0;0;0;0;0;4.09;36432.51;5.291;3.37;0;0;0;0;0;0
US;2001;0;-0.58;0;-1.38;0;53.02;0;33.78;0;0.98;37241.35;2.22;2.82;0;0;0;0;0;0
US;2002;0;-3.79;-553.966;-3.55;-157.133;55.38;4.445;36.36;7.639;1.79;38113.89;2.343;1.6;0;0;0;0;0;0
US;2003;0;-4.74;-24.993;-4.64;-30.696;58.52;5.665;39.73;9.289;2.81;39591.87;3.878;2.3;59.99;0;0;0;0;0
US;2004;0;-4.27;9.85;-4.66;-0.496;65.49;11.92;46.88;17.985;3.79;41838.46;5.674;2.67;67.58;12.649;0;0;0;0
US;2005;0;-3.13;26.79;-3.85;17.431;64.89;-0.916;46.28;-1.282;3.35;44218.31;5.688;3.37;71.73;6.14;0;0;0;0
US;2006;0;-2.04;34.676;-3.18;17.502;63.64;-1.928;44.74;-3.326;2.67;46351.67;4.825;3.22;79.29;10.539;0;0;0;0
US;2007;0;-2.86;-39.922;-4.01;-26.062;64.01;0.586;44.46;-0.626;1.78;47954.53;3.458;2.87;92.11;16.176;0;0;0;0
US;2008;0;-6.68;-133.601;-5.88;-46.717;72.84;13.796;50.46;13.505;-0.29;48302.28;0.725;3.82;93.01;0.976;0;0;0;0
US;2009;0;-13.15;-96.827;-7.59;-29.204;86.03;18.104;62.02;22.896;-2.78;46909.42;-2.884;-0.32;94.26;1.341;0;0;0;0
US;2010;0;-10.93;16.92;-9.45;-24.46;94.73;10.11;69.5;12.058;2.53;48309.53;2.985;1.64;96;1.849;0;0;0;0
US;2011;1;-9.59;12.229;-8.07;14.573;98.99;4.5;75.93;9.257;1.6;49725.5;2.931;3.14;98.14;2.225;0;0;0;0
US;2012;1;-7.88;17.791;-6.15;23.873;102.5;3.539;79.38;4.55;2.22;51385.49;3.338;2.08;94.48;-3.721;0;0;0;0
US;2013;1;-4.4;44.209;-3.96;35.574;104.8;2.246;80.95;1.97;1.49;52615.34;2.393;1.47;96.47;2.103;0;0;0;0
US;2014;1;-4.14;5.775;-3.48;12.124;104.97;0.166;80.63;-0.398;2.43;54360.5;3.317;1.61;98.14;1.726;0;0;0;0
US;2015;1;-3.72;10.28;-3.05;12.389;105.83;0.815;80.65;0.027;2.43;55805.2;2.658;0.12;97.64;-0.503;0;0;0;0
VN;2002;0;-2.36;0;;0;35.19;0;;0;7.08;440.21;0;4.08;35.7;0;1;1;1;1
VN;2003;0;-3.25;-37.962;;0;37.88;7.662;;0;7.34;489.03;11.091;3.3;37.92;6.204;1;1;1;1
VN;2004;0;-0.19;94.152;;0;37.45;-1.151;;0;7.79;603.67;23.441;7.89;37.04;-2.305;1;1;1;1
VN;2005;0;-1.21;-537.895;;0;36.54;-2.414;;0;7.55;699.68;15.905;8.39;33.65;-9.154;1;1;1;1
VN;2014;0;-6.15;17.114;;0;55.55;5.971;;0;5.98;2048.95;7.743;4.09;40.59;1.574;1;1;1;1
VN;2015;0;-6.54;-6.476;;0;59.29;6.744;;0;6.68;2088.34;1.923;0.63;0;-100;1;1;1;1
ZA;1994;0;0;0;0;0;0;0;0;0;3.23;3446.84;0;8.88;15.78;0;1;1;1;1
ZA;2000;0;-1.54;0;-1.4;0;42.21;0;41.5;0;4.16;3042.43;-1.519;5.37;19.1;3.844;0;0;0;1
ZA;2001;0;-1.13;26.511;-0.81;42.511;42.4;0.455;42.02;1.258;2.74;2671.99;-12.176;5.63;20.89;9.389;0;0;0;1
ZA;2002;0;-1.07;5.305;-0.8;1.365;35.55;-16.167;35.09;-16.489;3.67;2541.35;-4.889;9.17;29.92;43.236;0;0;0;1
ZA;2003;0;-1.79;-66.76;-1.29;-62.516;35.43;-0.335;34.76;-0.963;2.95;3799.38;49.503;5.87;21.76;-27.268;0;0;0;1
ZA;2004;0;-1.17;34.602;-0.91;29.799;34.39;-2.921;33.59;-3.349;4.56;4899.22;28.948;1.42;19.25;-11.533;0;0;0;0
ZA;2005;0;-0.33;71.404;-0.26;71.555;33.21;-3.434;28.69;-14.599;5.28;5441.86;11.076;3.34;17.69;-8.097;0;0;0;0
ZA;2006;0;0.7;310.479;1.49;677.519;31.36;-5.591;25.9;-9.733;5.6;5663.7;4.077;4.66;22.28;25.93;0;0;0;0
ZA;2007;0;1.24;76.671;0.98;-34.027;27.06;-13.695;22.85;-11.759;5.36;6145.73;8.511;7.12;25.06;12.485;0;0;0;0
ZA;2008;0;-0.46;-136.715;-0.72;-173.143;26.51;-2.051;21.74;-4.858;3.19;5818.24;-5.329;11.54;25.18;0.467;0;0;0;0
ZA;2009;0;-4.73;-936.184;-3.05;-323.644;30.08;13.476;25.37;16.697;-1.54;5937.77;2.054;7.13;27.31;8.463;0;0;0;0
ZA;2010;0;-4.79;-1.439;-3.53;-15.988;34.68;15.284;28.51;12.393;3.04;7389.04;24.441;4.26;29.51;8.037;0;0;0;0
ZA;2011;0;-3.87;19.362;-3.58;-1.274;38.21;10.198;31.32;9.841;3.21;8089.87;9.485;5;28.8;-2.382;0;0;0;0
ZA;2012;1;-4.1;-6.08;-3.94;-10.117;40.89;7.014;34.75;10.942;2.22;7592.2;-6.152;5.65;37.49;30.166;0;0;0;0
ZA;2013;0;-4.04;1.439;-3.9;1.015;44.17;8.019;37.63;8.303;2.21;6889.7;-9.253;5.75;39.07;4.193;0;0;0;0
ZA;2014;1;-3.78;6.459;-3.55;9.077;47.09;6.604;40.37;7.286;1.55;6483.79;-5.892;6.07;42.29;8.255;0;0;0;0
ZA;2015;0;-4.05;-7.037;-3.71;-4.625;50.06;6.314;44.74;10.824;1.28;5694.57;-12.172;4.59;40.71;-3.741;0;0;0;0
ZM;2012;0;-2.83;0;;0;24.91;0;19.55;0;7.57;1724.71;0;6.58;23.58;0;1;1;1;1
ZM;2015;0;-8.06;-35.048;;0;52.95;50.693;48.4;67.096;3.64;1350.15;-21.776;10.11;0;-100;1;1;1;1
